,Car Name,Price,Depreciation,Reg Date,Mileage,Road Tax,Dereg Value,Engine Cap,Curb Weight,Manufactured,Transmission,OMV,ARF,Power,No. of Owners,COE
5575,Toyota Vios 1.5A G (COE till 10/2029),N.A,N.A,,N.A.,$821 /yr,N.A.,"1,497 cc","1,110 kg",2009,Auto,"$14,155 ","$14,155 ",80.0 kW (107 bhp),4,"$30,574 "
5577,Hyundai Avante 1.6A (COE till 12/2023),N.A,N.A,,N.A.,$959 /yr,N.A.,"1,591 cc","1,264 kg",2008,Auto,"$11,624 ","$11,624 ",89.7 kW (120 bhp),4,"$13,786 "
5578,Hyundai Avante 1.6A (COE till 04/2024),N.A,N.A,,N.A.,$886 /yr,N.A.,"1,591 cc","1,264 kg",2009,Auto,"$11,263 ","$11,263 ",89.7 kW (120 bhp),3,"$13,088 "
5579,Nissan Latio 1.5A Premium (COE till 01/2023),N.A,N.A,,N.A.,$889 /yr,N.A.,"1,498 cc","1,110 kg",2007,Auto,"$14,126 ","$15,539 ",80.0 kW (107 bhp),2,"$21,485 "
5580,Skoda Octavia 1.4A TSI Ambition,N.A,N.A,,N.A.,$624 /yr,N.A.,"1,395 cc","1,289 kg",2019,Auto,"$19,310 ","$19,310 ",110.0 kW (147 bhp),1,"$37,989 "
5581,Kia Cerato Forte 1.6A SX (COE till 05/2025),N.A,N.A,,N.A.,$812 /yr,N.A.,"1,591 cc","1,251 kg",2010,Auto,"$14,283 ","$14,283 ",92.7 kW (124 bhp),2,"$16,438 "
5582,Toyota Corolla Altis 1.6A (COE till 12/2029),N.A,N.A,,N.A.,$816 /yr,N.A.,"1,598 cc","1,195 kg",2009,Auto,"$17,853 ","$17,853 ",80.0 kW (107 bhp),3,"$31,976 "
5583,Mitsubishi Attrage 1.2A,N.A,N.A,,N.A.,$506 /yr,N.A.,"1,193 cc",940 kg,2017,Auto,"$13,292 ","$5,000 ",59.0 kW (79 bhp),1,"$41,400 "
5584,Toyota Vios 1.5A G (COE till 08/2022),N.A,N.A,,N.A.,$958 /yr,N.A.,"1,497 cc","1,110 kg",2007,Auto,"$13,882 ","$15,271 ",80.0 kW (107 bhp),3,"$22,700 "
5585,Honda Civic 1.6A VTi (COE till 02/2023),N.A,N.A,,N.A.,$962 /yr,N.A.,"1,595 cc","1,220 kg",2007,Auto,"$18,993 ","$20,893 ",92.0 kW (123 bhp),1,"$21,061 "
5586,Renault Fluence Diesel 1.5A dCi,N.A,N.A,,N.A.,"$1,048 /yr",N.A.,"1,461 cc","1,314 kg",2015,Auto,"$17,290 ","$7,290 ",81.0 kW (108 bhp),2,"$47,020 "
5588,Mazda 3 1.6A SP Luxury (COE till 12/2023),N.A,N.A,,N.A.,$965 /yr,N.A.,"1,598 cc","1,235 kg",2008,Auto,"$16,857 ","$16,857 ",79.0 kW (105 bhp),3,"$13,786 "
5589,Nissan Sylphy 1.5A,N.A,N.A,,N.A.,$684 /yr,N.A.,"1,498 cc","1,175 kg",2011,Auto,"$19,612 ","$19,612 ",80.0 kW (107 bhp),2,"$46,889 "
5590,Toyota Corolla Altis 1.6A Elegance,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,195 kg",2011,Auto,"$14,797 ","$14,797 ",90.0 kW (120 bhp),1,"$40,699 "
5591,Toyota Corolla Altis 1.6A (COE till 05/2024),N.A,N.A,,N.A.,$890 /yr,N.A.,"1,598 cc","1,195 kg",2009,Auto,"$17,500 ","$17,500 ",80.0 kW (107 bhp),2,"$13,943 "
5592,Honda Civic 1.8M VTi-S (COE till 10/2022),N.A,N.A,,N.A.,"$1,369 /yr",N.A.,"1,799 cc","1,200 kg",2007,Manual,"$18,690 ","$20,559 ",103.0 kW (138 bhp),4,"$25,226 "
5593,Mazda 3 1.5A Deluxe,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,321 kg",2015,Auto,"$18,044 ","$13,044 ",88.0 kW (118 bhp),2,"$54,301 "
5594,Hyundai Accent 1.4A (OPC),N.A,N.A,,N.A.,$108 /yr,N.A.,"1,368 cc","1,115 kg",2018,Auto,"$7,951 ","$7,951 ",73.6 kW (98 bhp),2,"$21,941 "
5595,Honda City 1.5A SV,N.A,N.A,,N.A.,$684 /yr,N.A.,"1,497 cc","1,078 kg",2017,Auto,"$16,208 ","$11,208 ",88.0 kW (118 bhp),1,"$44,002 "
5596,Toyota Vios 1.5A E (COE till 09/2023),N.A,N.A,,N.A.,$889 /yr,N.A.,"1,497 cc","1,095 kg",2008,Auto,"$11,834 ","$11,834 ",80.0 kW (107 bhp),4,"$16,170 "
5597,Hyundai Elantra 1.6A GLS Elite,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,292 kg",2015,Auto,"$14,718 ","$14,718 ",97.0 kW (130 bhp),1,"$62,002 "
5598,Toyota Corolla Altis 1.6A Classic,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,205 kg",2015,Auto,"$17,804 ","$12,804 ",90.0 kW (120 bhp),2,"$66,000 "
5599,Hyundai Avante 1.6A (COE till 09/2025),N.A,N.A,,N.A.,$812 /yr,N.A.,"1,591 cc","1,264 kg",2010,Auto,"$11,134 ","$11,134 ",89.7 kW (120 bhp),1,"$16,570 "
5600,Toyota Vios 1.5A E (COE till 06/2021),N.A,N.A,,N.A.,"$1,026 /yr",N.A.,"1,497 cc","1,020 kg",2006,Auto,"$12,707 ","$13,978 ",80.0 kW (107 bhp),5,"$23,227 "
5602,Hyundai Avante 1.6A (COE till 03/2024),N.A,N.A,,N.A.,$886 /yr,N.A.,"1,591 cc","1,264 kg",2009,Auto,"$11,943 ","$11,943 ",89.7 kW (120 bhp),4,"$12,763 "
5604,Mitsubishi Lancer 1.6A GLX (COE till 04/2029),N.A,N.A,,N.A.,$881 /yr,N.A.,"1,584 cc","1,162 kg",2009,Auto,"$12,920 ","$12,920 ",79.0 kW (105 bhp),,"$26,175 "
5605,Mitsubishi Lancer EX 1.5A Sports (New 5-yr COE),N.A,N.A,,N.A.,$684 /yr,N.A.,"1,499 cc","1,313 kg",2010,Auto,"$18,108 ","$18,108 ",80.0 kW (107 bhp),2,N.A.
5606,Mazda 3 Mild Hybrid 1.5A Classic,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,385 kg",2019,Auto,"$20,934 ","$11,308 ",88.0 kW (118 bhp),1,"$32,999 "
5607,Toyota Corolla Altis 1.6A (New 10-yr COE),N.A,N.A,,N.A.,$816 /yr,N.A.,"1,598 cc","1,195 kg",2010,Auto,"$16,446 ","$16,446 ",90.0 kW (120 bhp),3,N.A.
5608,Toyota Vios 1.5A E (COE till 01/2021),N.A,N.A,19-Jan-06,N.A.,"$1,026 /yr",N.A.,"1,497 cc","1,020 kg",2005,Auto,"$12,903 ","$14,194 ",80.0 kW (107 bhp),2,"$28,317 "
5609,Honda Civic Hybrid 1.3A (COE till 07/2024),N.A,N.A,,N.A.,$708 /yr,N.A.,"1,339 cc","1,290 kg",2008,Auto,"$34,211 ","$20,527 ",70.0 kW (93 bhp),2,"$15,256 "
5610,Hyundai Avante 1.6A (COE till 09/2027),N.A,N.A,,N.A.,"$1,033 /yr",N.A.,"1,591 cc","1,264 kg",2007,Auto,"$14,364 ","$15,801 ",89.7 kW (120 bhp),1,"$44,081 "
5611,Honda City 1.5A LX VTEC (New 5-yr COE),N.A,N.A,,N.A.,$752 /yr,N.A.,"1,497 cc","1,150 kg",2009,Auto,"$18,428 ","$18,428 ",88.0 kW (118 bhp),2,N.A.
5612,Toyota Corolla Altis 1.6A,N.A,N.A,4-Jan-11,N.A.,$816 /yr,N.A.,"1,598 cc","1,195 kg",2010,Auto,"$16,286 ","$16,286 ",90.0 kW (120 bhp),2,"$46,129 "
5613,Hyundai Avante 1.6A S (COE till 03/2024),N.A,N.A,,N.A.,$886 /yr,N.A.,"1,591 cc","1,264 kg",2009,Auto,"$11,974 ","$11,974 ",89.7 kW (120 bhp),4,"$12,763 "
5614,Toyota Vios 1.5M E (COE till 10/2021),N.A,N.A,,N.A.,"$1,026 /yr",N.A.,"1,497 cc",990 kg,2006,Manual,"$11,516 ","$6,217 ",80.0 kW (107 bhp),2,"$26,054 "
5616,Toyota Corolla Altis 1.6A Elegance,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,215 kg",2016,Auto,"$19,990 ","$19,990 ",90.0 kW (120 bhp),1,"$52,668 "
5617,Mitsubishi Attrage 1.2A,N.A,N.A,,N.A.,$506 /yr,N.A.,"1,193 cc",940 kg,2016,Auto,"$13,800 ","$5,000 ",57.0 kW (76 bhp),1,"$42,801 "
5618,Honda Civic 1.6A VTi,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,597 cc","1,249 kg",2018,Auto,"$19,662 ","$19,662 ",92.0 kW (123 bhp),1,"$38,000 "
5621,Toyota Corolla Altis 1.6A,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,205 kg",2015,Auto,"$17,804 ","$17,804 ",90.0 kW (120 bhp),1,"$55,889 "
5622,Chevrolet Cruze 1.6A (COE till 04/2025),N.A,N.A,,N.A.,$816 /yr,N.A.,"1,598 cc","1,388 kg",2010,Auto,"$13,087 ","$13,087 ",80.0 kW (107 bhp),1,"$16,438 "
5623,Toyota Corolla Altis 1.6A,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,195 kg",2012,Auto,"$15,045 ","$15,045 ",90.0 kW (120 bhp),1,"$56,551 "
5624,Honda City 1.5A SV,N.A,N.A,,N.A.,$684 /yr,N.A.,"1,497 cc","1,096 kg",2018,Auto,"$17,094 ","$17,094 ",88.0 kW (118 bhp),1,"$34,110 "
5626,Toyota Vios 1.5A E (COE till 01/2024),N.A,N.A,,N.A.,$821 /yr,N.A.,"1,497 cc","1,095 kg",2008,Auto,"$11,900 ",$143 ,80.0 kW (107 bhp),4,"$13,024 "
5629,Mazda 3 2.0A,N.A,N.A,25-Nov-10,N.A.,"$1,333 /yr",N.A.,"1,999 cc","1,324 kg",2009,Auto,"$23,345 ","$23,345 ",108.0 kW (144 bhp),2,"$47,890 "
5630,Mazda 3 1.5A Deluxe,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,331 kg",2017,Auto,"$18,017 ","$18,017 ",88.0 kW (118 bhp),1,"$38,000 "
5631,Hyundai Avante 1.6A S (COE till 12/2028),N.A,N.A,,N.A.,$959 /yr,N.A.,"1,591 cc","1,264 kg",2008,Auto,"$11,726 ","$11,726 ",89.7 kW (120 bhp),2,"$27,571 "
5632,Toyota Corolla Altis 1.6A Elegance,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,205 kg",2015,Auto,"$19,589 ","$19,589 ",90.0 kW (120 bhp),1,"$57,301 "
5633,Toyota Corolla Altis 1.6A Classic,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,205 kg",2016,Auto,"$17,982 ","$17,982 ",90.0 kW (120 bhp),1,"$52,668 "
5634,Toyota Vios 1.5A E Sports (COE till 01/2029),N.A,N.A,,N.A.,$821 /yr,N.A.,"1,497 cc","1,095 kg",2008,Auto,"$11,900 ","$3,437 ",80.0 kW (107 bhp),2,"$26,047 "
5635,Mazda 3 1.5A Deluxe,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,321 kg",2015,Auto,"$16,669 ","$11,669 ",88.0 kW (118 bhp),1,"$55,889 "
5636,Mitsubishi Lancer EX 1.6A,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,590 cc","1,289 kg",2015,Auto,"$11,515 ","$11,515 ",86.0 kW (115 bhp),2,"$57,498 "
5637,Toyota Corolla Altis 1.6A (COE till 10/2025),N.A,N.A,,N.A.,$816 /yr,N.A.,"1,598 cc","1,195 kg",2010,Auto,"$16,680 ","$16,680 ",80.0 kW (107 bhp),1,"$17,600 "
5639,Hyundai Elantra 1.6A GLS Elite,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,345 kg",2016,Auto,"$17,122 ","$17,122 ",93.8 kW (125 bhp),1,"$53,694 "
5642,Toyota Corolla Altis 1.6A (COE till 04/2029),N.A,N.A,,N.A.,$890 /yr,N.A.,"1,598 cc","1,195 kg",2009,Auto,"$17,500 ","$17,500 ",80.0 kW (107 bhp),2,"$26,175 "
5643,Toyota Corolla Altis 1.6A,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,195 kg",2012,Auto,"$15,511 ","$15,511 ",90.0 kW (120 bhp),2,"$62,000 "
5644,Chevrolet Cruze 1.6A LS,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,413 kg",2016,Auto,"$14,203 ","$14,203 ",86.0 kW (115 bhp),1,"$45,504 "
5645,Toyota Allion 1.5A (COE till 07/2023),N.A,N.A,,N.A.,$887 /yr,N.A.,"1,496 cc","1,200 kg",2008,Auto,"$15,054 ","$9,663 ",81.0 kW (108 bhp),More than 6,"$18,583 "
5646,Hyundai Avante 1.6A GLS,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,345 kg",2019,Auto,"$12,678 ","$12,678 ",93.8 kW (125 bhp),1,"$26,309 "
5647,Toyota Corolla Axio Hybrid 1.5A G,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,140 kg",2016,Auto,"$23,270 ","$5,000 ",73.0 kW (97 bhp),1,"$51,765 "
5649,Mazda 3 1.5A,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,321 kg",2016,Auto,"$19,593 ","$14,593 ",88.0 kW (118 bhp),1,"$50,951 "
5650,Hyundai Elantra 1.6A Elite,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,292 kg",2015,Auto,"$14,965 ","$14,965 ",97.0 kW (130 bhp),1,"$55,399 "
5652,Toyota Corolla Altis 1.6A Elegance,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,195 kg",2012,Auto,"$14,944 ","$14,944 ",90.0 kW (120 bhp),1,"$71,001 "
5653,Toyota Vios 1.5A E Sports (COE till 11/2023),N.A,N.A,,N.A.,$889 /yr,N.A.,"1,497 cc","1,095 kg",2008,Auto,"$11,900 ","$11,900 ",80.0 kW (107 bhp),5,"$14,835 "
5654,Volkswagen Jetta Sport 1.4A TSI,N.A,N.A,,N.A.,$620 /yr,N.A.,"1,390 cc","1,377 kg",2010,Auto,"$22,092 ","$22,092 ",118.0 kW (158 bhp),3,"$44,000 "
5655,Kia Cerato K3 1.6A Sunroof,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,295 kg",2017,Auto,"$16,234 ","$16,234 ",95.3 kW (127 bhp),1,"$52,000 "
5656,Honda Civic 1.5A VTEC Turbo Sunroof,N.A,N.A,,N.A.,$684 /yr,N.A.,"1,498 cc","1,324 kg",2016,Auto,"$26,990 ","$24,786 ",127.0 kW (170 bhp),1,"$56,410 "
5657,Toyota Corolla Altis 1.6A Classic,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,205 kg",2015,Auto,"$17,804 ","$17,804 ",90.0 kW (120 bhp),1,"$55,889 "
5658,Honda Civic 1.6A VTi (COE till 10/2023),N.A,N.A,,N.A.,$962 /yr,N.A.,"1,595 cc","1,220 kg",2008,Auto,"$20,060 ","$20,060 ",92.0 kW (123 bhp),3,"$15,142 "
5659,Mitsubishi Lancer EX 1.5A GLX (COE till 08/2028),N.A,N.A,,N.A.,$889 /yr,N.A.,"1,499 cc","1,313 kg",2008,Auto,"$14,485 ","$14,485 ",80.0 kW (107 bhp),3,"$34,197 "
5660,Nissan Sunny 1.6A EX (COE till 11/2023),N.A,N.A,,N.A.,$965 /yr,N.A.,"1,597 cc","1,110 kg",2007,Auto,"$12,532 ","$6,744 ",81.0 kW (108 bhp),1,"$14,835 "
5661,Mitsubishi Lancer EX 1.5A GLX (COE till 10/2025),N.A,N.A,,N.A.,$752 /yr,N.A.,"1,499 cc","1,313 kg",2010,Auto,"$16,837 ","$16,837 ",80.0 kW (107 bhp),4,"$17,600 "
5662,Mitsubishi Lancer 1.6M GLX (COE till 01/2022),N.A,N.A,,N.A.,"$1,028 /yr",N.A.,"1,584 cc","1,162 kg",2006,Auto,"$11,413 ","$12,555 ",79.0 kW (105 bhp),6,"$25,323 "
5663,Mazda 3 1.6A (COE till 10/2024),N.A,N.A,,N.A.,$890 /yr,N.A.,"1,598 cc","1,275 kg",2009,Auto,"$20,294 ","$20,294 ",77.0 kW (103 bhp),1,"$15,287 "
5664,Mitsubishi Attrage 1.2A,N.A,N.A,,N.A.,$506 /yr,N.A.,"1,193 cc",940 kg,2016,Auto,"$14,049 ","$5,000 ",57.0 kW (76 bhp),1,"$52,000 "
5665,Kia Cerato Forte 1.6A SX (COE till 05/2024),N.A,N.A,,N.A.,$886 /yr,N.A.,"1,591 cc","1,251 kg",2009,Auto,"$14,114 ","$13,300 ",92.7 kW (124 bhp),5,"$13,943 "
5666,Honda Civic 2.0M Si (COE till 12/2027),N.A,N.A,,N.A.,"$1,694 /yr",N.A.,"1,998 cc","1,282 kg",2007,Manual,"$22,128 ","$24,341 ",114.0 kW (152 bhp),1,"$51,850 "
5667,Toyota Vios 1.5M E (COE till 11/2021),N.A,N.A,,N.A.,"$1,026 /yr",N.A.,"1,497 cc",990 kg,2006,Manual,"$11,516 ","$12,668 ",80.0 kW (107 bhp),2,"$25,821 "
5672,Honda City 1.5A SV,N.A,N.A,,N.A.,$684 /yr,N.A.,"1,497 cc","1,096 kg",2016,Auto,"$17,519 ","$12,519 ",88.0 kW (118 bhp),2,"$52,668 "
5673,Nissan Sylphy 2.0A (COE till 03/2021),N.A,N.A,,N.A.,"$1,815 /yr",N.A.,"1,997 cc","1,245 kg",2006,Auto,"$21,407 ","$23,548 ",98.0 kW (131 bhp),3,"$25,466 "
5674,Nissan Almera 1.5A,N.A,N.A,,N.A.,$684 /yr,N.A.,"1,498 cc","1,040 kg",2016,Auto,"$14,862 ","$14,862 ",73.0 kW (97 bhp),4,"$53,000 "
5675,Hyundai Avante 1.6A (COE till 03/2029),N.A,N.A,,N.A.,$886 /yr,N.A.,"1,591 cc","1,264 kg",2009,Auto,"$10,949 ","$10,949 ",89.7 kW (120 bhp),3,"$25,525 "
5676,Toyota Corolla Axio 1.5A X (COE till 01/2023),N.A,N.A,,N.A.,$887 /yr,N.A.,"1,496 cc","1,130 kg",2007,Auto,"$12,999 ","$14,299 ",81.0 kW (108 bhp),2,"$21,485 "
5677,Mazda 2 1.5A Deluxe,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,079 kg",2016,Auto,"$18,162 ","$13,162 ",85.0 kW (113 bhp),1,"$50,991 "
5678,Honda Civic 1.8A VTi-S (COE till 03/2027),N.A,N.A,,N.A.,"$1,369 /yr",N.A.,"1,799 cc","1,219 kg",2006,Auto,"$20,032 ","$22,036 ",103.0 kW (138 bhp),2,"$50,347 "
5679,Mitsubishi Lancer 1.6A GLX (COE till 12/2028),N.A,N.A,,N.A.,$954 /yr,N.A.,"1,584 cc","1,162 kg",2008,Auto,"$14,038 ","$14,038 ",79.0 kW (105 bhp),3,"$27,571 "
5680,Honda Civic 1.8A (COE till 08/2021),N.A,N.A,,N.A.,"$1,467 /yr",N.A.,"1,799 cc","1,219 kg",2006,Auto,"$20,861 ","$22,948 ",103.0 kW (138 bhp),2,"$27,232 "
5681,Toyota Vios 1.5A E (COE till 03/2023),N.A,N.A,,N.A.,$889 /yr,N.A.,"1,497 cc","1,095 kg",2008,Auto,"$12,498 ","$12,498 ",80.0 kW (107 bhp),2,"$19,637 "
5682,Suzuki SX4 1.6A (COE till 03/2024),N.A,N.A,,N.A.,$883 /yr,N.A.,"1,586 cc","1,205 kg",2009,Auto,"$14,870 ","$14,870 ",75.0 kW (100 bhp),4,"$12,763 "
5683,Kia Cerato Forte 1.6A SX,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,261 kg",2011,Auto,"$13,240 ","$13,240 ",91.1 kW (122 bhp),3,"$45,994 "
5685,Kia Cerato K3 1.6A,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,295 kg",2017,Auto,"$12,786 ","$12,786 ",95.3 kW (127 bhp),1,"$41,617 "
5687,Honda City 1.5A SV,N.A,N.A,,N.A.,$684 /yr,N.A.,"1,497 cc","1,096 kg",2017,Auto,"$17,716 ","$12,716 ",88.0 kW (118 bhp),1,"$42,801 "
5688,Mazda 3 1.5A Deluxe,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,339 kg",2014,Auto,"$16,912 ","$6,912 ",88.0 kW (118 bhp),1,"$67,089 "
5692,Mitsubishi Lancer 1.6A GLX (COE till 07/2023),N.A,N.A,,N.A.,$954 /yr,N.A.,"1,584 cc","1,162 kg",2008,Auto,"$13,053 ","$10,995 ",79.0 kW (105 bhp),4,"$18,583 "
5694,Volkswagen Golf 1.4A TSI Comfortline R-Line,N.A,N.A,,N.A.,$624 /yr,N.A.,"1,395 cc","1,270 kg",2020,Auto,"$19,989 ","$19,989 ",92.0 kW (123 bhp),1,"$33,520 "
5695,Honda Civic Hybrid 1.5A,N.A,N.A,,N.A.,$684 /yr,N.A.,"1,497 cc","1,280 kg",2012,Auto,"$30,305 ","$19,427 ",82.0 kW (109 bhp),1,"$62,301 "
5696,Toyota Vios 1.5M E (COE till 03/2021),N.A,N.A,,N.A.,"$1,026 /yr",N.A.,"1,497 cc",990 kg,2006,Manual,"$12,271 ","$6,618 ",80.0 kW (107 bhp),1,"$24,771 "
5697,Toyota Corolla Altis 1.6A (COE till 11/2025),N.A,N.A,,N.A.,$816 /yr,N.A.,"1,598 cc","1,195 kg",2010,Auto,"$16,286 ","$16,286 ",90.0 kW (120 bhp),3,"$18,238 "
5698,Hyundai Avante 1.6M (COE till 03/2029),N.A,N.A,,N.A.,$886 /yr,N.A.,"1,591 cc","1,264 kg",2009,Manual,"$9,905 ","$9,905 ",89.7 kW (120 bhp),5,"$25,525 "
5699,Toyota Corolla Altis 1.6A Elegance,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,230 kg",2019,Auto,"$20,879 ","$21,231 ",96.0 kW (128 bhp),1,"$31,783 "
5700,Hyundai Avante 1.6A RS (New 5-yr COE),N.A,N.A,,N.A.,$812 /yr,N.A.,"1,591 cc","1,264 kg",2010,Auto,"$10,870 ","$10,870 ",89.7 kW (120 bhp),2,N.A.
5701,Honda City 1.5A LX VTEC (New 5-yr COE),N.A,N.A,,N.A.,$752 /yr,N.A.,"1,497 cc","1,150 kg",2009,Auto,"$18,428 ","$18,428 ",88.0 kW (118 bhp),4,N.A.
5702,Hyundai Avante 1.6A S (COE till 01/2024),N.A,N.A,,N.A.,$886 /yr,N.A.,"1,591 cc","1,264 kg",2008,Auto,"$11,527 ","$11,527 ",89.7 kW (120 bhp),2,"$13,024 "
5703,Mazda 3 1.5A Deluxe,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,339 kg",2014,Auto,"$16,855 ","$6,855 ",88.0 kW (118 bhp),1,"$66,010 "
5704,Kia Cerato 1.6A LX,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,287 kg",2018,Auto,"$11,934 ","$11,934 ",93.8 kW (125 bhp),1,"$25,920 "
5705,Mazda 3 1.5A Sunroof,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,321 kg",2016,Auto,"$16,287 ","$11,287 ",88.0 kW (118 bhp),1,"$53,334 "
5706,Toyota Corolla Altis 1.6A,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,195 kg",2012,Auto,"$15,101 ","$15,101 ",90.0 kW (120 bhp),3,"$58,001 "
5707,Hyundai Avante 1.6A (COE till 10/2027),N.A,N.A,,N.A.,"$1,033 /yr",N.A.,"1,591 cc","1,264 kg",2007,Auto,"$13,805 ","$15,186 ",89.7 kW (120 bhp),1,"$42,564 "
5708,Hyundai Elantra 1.6A (New 5-yr COE),N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,267 kg",2011,Auto,"$13,873 ","$13,873 ",95.6 kW (128 bhp),2,N.A.
5709,Mazda 2 1.5A Deluxe,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,079 kg",2016,Auto,"$17,260 ","$12,260 ",85.0 kW (113 bhp),1,"$47,020 "
5710,Hyundai Avante 1.6A S (COE till 09/2025),N.A,N.A,,N.A.,$812 /yr,N.A.,"1,591 cc","1,264 kg",2010,Auto,"$10,673 ","$10,673 ",89.7 kW (120 bhp),3,"$16,570 "
5711,Mazda 3 1.5A Deluxe,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,321 kg",2015,Auto,"$17,812 ","$12,812 ",88.0 kW (118 bhp),2,"$59,200 "
5712,Honda Civic 1.5A VTEC Turbo Sunroof,N.A,N.A,,N.A.,$684 /yr,N.A.,"1,498 cc","1,324 kg",2016,Auto,"$27,624 ","$25,674 ",127.0 kW (170 bhp),1,"$56,410 "
5713,Toyota Corolla Altis 1.6A 50th Anniversary Edition,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,215 kg",2016,Auto,"$19,995 ","$19,995 ",90.0 kW (120 bhp),1,"$42,801 "
5714,Mitsubishi Lancer 1.6M GLX Sports (COE till 01/2022),N.A,N.A,,N.A.,"$1,101 /yr",N.A.,"1,584 cc","1,162 kg",2006,Manual,"$11,275 ","$12,403 ",79.0 kW (105 bhp),1,"$25,323 "
5715,Hyundai Elantra 1.6A,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,267 kg",2012,Auto,"$14,069 ","$14,069 ",95.6 kW (128 bhp),2,"$68,000 "
5716,Mitsubishi Lancer 1.6M (COE till 04/2022),N.A,N.A,,N.A.,"$1,028 /yr",N.A.,"1,584 cc","1,162 kg",2007,Manual,"$9,975 ","$10,973 ",79.0 kW (105 bhp),2,"$25,115 "
5717,Toyota Corolla Altis 1.6A Elegance,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,195 kg",2013,Auto,"$15,084 ","$15,084 ",90.0 kW (120 bhp),2,"$64,209 "
5718,Honda Civic 1.6A VTi,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,597 cc","1,249 kg",2016,Auto,"$19,474 ","$19,474 ",92.0 kW (123 bhp),2,"$52,503 "
5719,Toyota Corolla Altis 1.6A Standard,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,230 kg",2019,Auto,"$18,786 ","$18,786 ",96.0 kW (128 bhp),1,"$31,210 "
5720,Honda Civic 1.6A VTi (COE till 05/2023),N.A,N.A,,N.A.,$962 /yr,N.A.,"1,595 cc","1,220 kg",2008,Auto,"$19,272 ","$21,200 ",92.0 kW (123 bhp),2,"$19,096 "
5721,Hyundai Elantra 1.6A GLS Elite,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,292 kg",2015,Auto,"$15,223 ","$15,223 ",97.0 kW (130 bhp),1,"$56,001 "
5722,Toyota Corolla Altis 1.6A Elegance,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,230 kg",2019,Auto,"$20,881 ","$21,234 ",96.0 kW (128 bhp),1,"$26,667 "
5723,Honda Civic 1.8A VTi-S (COE till 07/2027),N.A,N.A,,N.A.,"$1,369 /yr",N.A.,"1,799 cc","1,219 kg",2007,Auto,"$19,813 ","$21,795 ",103.0 kW (138 bhp),3,"$52,473 "
5724,Hyundai Avante 1.6A S (COE till 01/2029),N.A,N.A,,N.A.,$959 /yr,N.A.,"1,591 cc","1,264 kg",2008,Auto,"$11,527 ","$11,527 ",89.7 kW (120 bhp),4,"$26,047 "
